26,2,0,0
27,2,0,0
28,2,0,0
29,2,0,0
30,2,0,0
31,2,0,0
32,2,0,0
33,2,0,0
34,2,0,0
35,2,0,0
36,2,0,0
37,2,0,0
38,2,0,0
39,2,0,0
40,2,0,0
41,2,0,0
42,2,0,0
43,2,0,0
44,2,0,0
45,2,0,0
46,2,0,0
47,2,0,0
0,3,0,0
1,3,0,0
2,3,0,0
3,3,0,1.4142
4,3,0,0
5,3,0,0
6,3,0,-0
7,3,0,0
8,3,0,0
9,3,0,0
10,3,0,0
11,3,0,0
12,3,0,0
13,3,0,0
14,3,0,0
15,3,0,-0
16,3,0,0
17,3,0,-0
18,3,0,-0
19,3,0,-0
20,3,0,0
21,3,0,-0
22,3,0,0
23,3,0,-0
24,3,0,0
25,3,0,0
26,3,0,0
27,3,0,0
28,3,0,0
29,3,0,0
30,3,0,0
31,3,0,0
32,3,0,0
33,3,0,0
34,3,0,0
35,3,0,0
36,3,0,0
37,3,0,0
38,3,0,0
39,3,0,0
40,3,0,0
41,3,0,0
42,3,0,0
43,3,0,0
44,3,0,0
45,3,0,0
46,3,0,0
47,3,0,0
0,4,0,0
1,4,0,0
2,4,0,0
3,4,0,0
4,4,0,1.4142
5,4,0,-0
6,4,0,0
7,4,0,-0
8,4,0,0
9,4,0,0
10,4,0,0
11,4,0,0
12,4,0,0
13,4,0,0
14,4,0,0
15,4,0,-0
16,4,0,0
17,4,0,-0
18,4,0,0
19,4,0,0
20,4,0,-0
21,4,0,0
22,4,0,-0
23,4,0,0
24,4,0,0
25,4,0,0
26,4,0,0
27,4,0,0
28,4,0,0
29,4,0,0
30,4,0,0
31,4,0,0
32,4,0,0
33,4,0,0
34,4,0,0
35,4,0,0
36,4,0,0
37,4,0,0
38,4,0,0
39,4,0,0
40,4,0,0
41,4,0,0
42,4,0,0
43,4,0,0
44,4,0,0
45,4,0,0
46,4,0,0
47,4,0,0
0,5,0,0
1,5,0,0
2,5,0,0
3,5,0,0
4,5,0,-0
5,5,0,1.4142
6,5,0,-0
7,5,0,0
8,5,0,0
9,5,0,0
10,5,0,0
11,5,0,0
12,5,0,0
13,5,0,0
14,5,0,0
15,5,0,-0
16,5,0,0
17,5,0,-0
18,5,0,0
19,5,0,-0
20,5,0,0
21,5,0,-0
22,5,0,0
23,5,0,-0
24,5,0,0
25,5,0,0
26,5,0,0
27,5,0,0
28,5,0,0
29,5,0,0
30,5,0,0
31,5,0,0
32,5,0,0
33,5,0,0
34,5,0,0
35,5,0,0
36,5,0,0
37,5,0,0
38,5,0,0
39,5,0,0
40,5,0,0
41,5,0,0
42,5,0,0
43,5,0,0
44,5,0,0
45,5,0,0
46,5,0,0
47,5,0,0
0,6,0,0
1,6,0,0
2,6,0,0
3,6,0,-0
4,6,0,0
5,6,0,-0
6,6,0,1.4142
7,6,0,0
8,6,0,0
9,6,0,0
10,6,0,0
11,6,0,0
12,6,0,0
13,6,0,0
14,6,0,0
15,6,0,0
16,6,0,-0
17,6,0,0
18,6,0,-0
19,6,0,0
20,6,0,0
21,6,0,-0
22,6,0,0
23,6,0,-0
24,6,0,0
25,6,0,0
26,6,0,0
27,6,0,0
28,6,0,0
29,6,0,0
30,6,0,0
31,6,0,0
32,6,0,0
33,6,0,0
34,6,0,0
35,6,0,0
36,6,0,0
37,6,0,0
38,6,0,0
39,6,0,0
40,6,0,0
41,6,0,0
42,6,0,0
43,6,0,0
44,6,0,0
45,6,0,0
46,6,0,0
47,6,0,0
0,7,0,0
1,7,0,0
2,7,0,0
3,7,0,0
4,7,0,-0
5,7,0,0
6,7,0,0
7,7,0,1.4142
8,7,0,0
9,7,0,0
10,7,0,0
11,7,0,0
12,7,0,0
13,7,0,0
14,7,0,0
15,7,0,-0
16,7,0,0
17,7,0,-0
18,7,0,0
19,7,0,-0
20,7,0,-0
21,7,0,-0
22,7,0,0
23,7,0,-0
24,7,0,0
25,7,0,0
26,7,0,0
27,7,0,0
28,7,0,0
29,7,0,0
30,7,0,0
31,7,0,0
32,7,0,0
33,7,0,0
34,7,0,0
35,7,0,0
36,7,0,0
37,7,0,0
38,7,0,0
39,7,0,0
40,7,0,0
41,7,0,0
42,7,0,0
43,7,0,0
44,7,0,0
45,7,0,0
46,7,0,0
47,7,0,0
0,8,0,0
1,8,0,0
2,8,0,-0
3,8,0,0
4,8,0,0
5,8,0,0
6,8,0,0
7,8,0,0
8,8,0,1.4142
9,8,0,0
10,8,0,0
11,8,0,0
12,8,0,-0
13,8,0,0
14,8,0,-0
15,8,0,0
16,8,0,0
17,8,0,0
18,8,0,0
19,8,0,0
20,8,0,0
21,8,0,0
22,8,0,0
23,8,0,0
24,8,0,0
25,8,0,0
26,8,0,0
27,8,0,0
28,8,0,0
29,8,0,0
30,8,0,0
31,8,0,0
32,8,0,0
33,8,0,0
34,8,0,0
35,8,0,0
36,8,0,0
37,8,0,0
38,8,0,0
39,8,0,0
40,8,0,0
41,8,0,0
42,8,0,0
43,8,0,0
44,8,0,0
45,8,0,0
46,8,0,0
47,8,0,0
0,9,0,-0
1,9,0,-0
2,9,0,0
3,9,0,0
4,9,0,0
5,9,0,0
6,9,0,0
7,9,0,0
8,9,0,0
9,9,0,1.4142
10,9,0,-0
11,9,0,-0
12,9,0,0
13,9,0,-0
14,9,0,0
15,9,0,0
16,9,0,0
17,9,0,0
18,9,0,0
19,9,0,0
20,9,0,0
21,9,0,0
22,9,0,0
23,9,0,0
24,9,0,0
25,9,0,0
26,9,0,0
27,9,0,0
28,9,0,0
29,9,0,0
30,9,0,0
31,9,0,0
32,9,0,0
33,9,0,0
34,9,0,0
35,9,0,0
36,9,0,0
37,9,0,0
38,9,0,0
39,9,0,0
40,9,0,0
41,9,0,0
42,9,0,0
43,9,0,0
44,9,0,0
45,9,0,0
46,9,0,0
47,9,0,0
0,10,0,0
1,10,0,0
2,10,0,-0
3,10,0,0
4,10,0,0
5,10,0,0
6,10,0,0
7,10,0,0
8,10,0,0
9,10,0,-0
10,10,0,1.4142
11,10,0,0
12,10,0,-0
13,10,0,0
14,10,0,-0
15,10,0,0
16,10,0,0
17,10,0,0
18,10,0,0
19,10,0,0
20,10,0,0
21,10,0,0
22,10,0,0
23,10,0,0
24,10,0,0
25,10,0,0
26,10,0,0
27,10,0,0
28,10,0,0
29,10,0,0
30,10,0,0
31,10,0,0
32,10,0,0
33,10,0,0
34,10,0,0
35,10,0,0
36,10,0,0
37,10,0,0
38,10,0,0
39,10,0,0
40,10,0,0
41,10,0,0
42,10,0,0
43,10,0,0
44,10,0,0
45,10,0,0
46,10,0,0
47,10,0,0
0,11,0,0
1,11,0,-0
2,11,0,0
3,11,0,0
4,11,0,0
5,11,0,0
6,11,0,0
7,11,0,0
8,11,0,0
9,11,0,-0
10,11,0,0
11,11,0,1.4142
12,11,0,0
13,11,0,-0
14,11,0,0
15,11,0,0
16,11,0,0
17,11,0,0
18,11,0,0
19,11,0,0
20,11,0,0
21,11,0,0
22,11,0,0
23,11,0,0
24,11,0,0
25,11,0,0
26,11,0,0
27,11,0,0
28,11,0,0
29,11,0,0
30,11,0,0
31,11,0,0
32,11,0,0
33,11,0,0
34,11,0,0
35,11,0,0
36,11,0,0
37,11,0,0
38,11,0,0
39,11,0,0
40,11,0,0
41,11,0,0
42,11,0,0
43,11,0,0
44,11,0,0
45,11,0,0
46,11,0,0
47,11,0,0
0,12,0,-0
1,12,0,0
2,12,0,0
3,12,0,0
4,12,0,0
5,12,0,0
6,12,0,0
7,12,0,0
8,12,0,-0
9,12,0,0
10,12,0,-0
11,12,0,0
12,12,0,1.4142
13,12,0,-0
14,12,0,0
15,12,0,0
16,12,0,0
17,12,0,0
18,12,0,0
19,12,0,0
20,12,0,0
21,12,0,0
22,12,0,0
23,12,0,0
24,12,0,0
25,12,0,0
26,12,0,0
27,12,0,0
28,12,0,0
29,12,0,0
30,12,0,0
31,12,0,0
32,12,0,0
33,12,0,0
34,12,0,0
35,12,0,0
36,12,0,0
37,12,0,0
38,12,0,0
39,12,0,0
40,12,0,0
41,12,0,0
42,12,0,0
43,12,0,0
44,12,0,0
45,12,0,0
46,12,0,0
47,12,0,0
0,13,0,0
1,13,0,-0
2,13,0,-0
3,13,0,0
4,13,0,0
5,13,0,0
6,13,0,0
7,13,0,0
8,13,0,0
9,13,0,-0
10,13,0,0
11,13,0,-0
12,13,0,-0
13,13,0,1.4142
14,13,0,0
15,13,0,0
16,13,0,0
17,13,0,0
18,13,0,0
19,13,0,0
20,13,0,0
21,13,0,0
22,13,0,0
23,13,0,0
24,13,0,0
25,13,0,0
26,13,0,0
27,13,0,0
28,13,0,0
29,13,0,0
30,13,0,0
31,13,0,0
32,13,0,0
33,13,0,0
34,13,0,0
35,13,0,0
36,13,0,0
37,13,0,0
38,13,0,0
39,13,0,0
40,13,0,0
41,13,0,0
42,13,0,0
43,13,0,0
44,13,0,0
45,13,0,0
46,13,0,0
47,13,0,0
0,14,0,-0
1,14,0,0
2,14,0,0
3,14,0,0
4,14,0,0
5,14,0,0
6,14,0,0
7,14,0,0
8,14,0,-0
9,14,0,0
10,14,0,-0
11,14,0,0
12,14,0,0
13,14,0,0
14,14,0,1.4142
15,14,0,0
16,14,0,0
17,14,0,0
18,14,0,0
19,14,0,0
20,14,0,0
21,14,0,0
22,14,0,0
23,14,0,0
24,14,0,0
25,14,0,0
26,14,0,0
27,14,0,0
28,14,0,0
29,14,0,0
30,14,0,0
31,14,0,0
32,14,0,0
33,14,0,0
34,14,0,0
35,14,0,0
36,14,0,0
37,14,0,0
38,14,0,0
39,14,0,0
40,14,0,0
41,14,0,0
42,14,0,0
43,14,0,0
44,14,0,0
45,14,0,0
46,14,0,0
47,14,0,0
0,15,0,0
1,15,0,0
2,15,0,0
3,15,0,-0
4,15,0,-0
5,15,0,-0
6,15,0,0
7,15,0,-0
8,15,0,0
9,15,0,0
10,15,0,0
11,15,0,0
12,15,0,0
13,15,0,0
14,15,0,0
15,15,0,1.4142
16,15,0,0
17,15,0,0
18,15,0,0
19,15,0,0
20,15,0,-0
21,15,0,0
22,15,0,-0
23,15,0,0
24,15,0,0
25,15,0,0
26,15,0,0
27,15,0,0
28,15,0,0
29,15,0,0
30,15,0,0
31,15,0,0
32,15,0,0
33,15,0,0
34,15,0,0
35,15,0,0
36,15,0,0
37,15,0,0
38,15,0,0
39,15,0,0
40,15,0,0
41,15,0,0
42,15,0,0
43,15,0,0
44,15,0,0
45,15,0,0
46,15,0,0
47,15,0,0
0,16,0,0
1,16,0,0
2,16,0,0
3,16,0,0
4,16,0,0
5,16,0,0
6,16,0,-0
7,16,0,0
8,16,0,0
9,16,0,0
10,16,0,0
11,16,0,0
12,16,0,0
13,16,0,0
14,16,0,0
15,16,0,0
16,16,0,1.4142
17,16,0,-0
18,16,0,-0
19,16,0,-0
20,16,0,0
21,16,0,-0
22,16,0,0
23,16,0,-0
24,16,0,0
25,16,0,0
26,16,0,0
27,16,0,0
28,16,0,0
29,16,0,0
30,16,0,0
31,16,0,0
32,16,0,0
33,16,0,0
34,16,0,0
35,16,0,0
36,16,0,0
37,16,0,0
38,16,0,0
39,16,0,0
40,16,0,0
41,16,0,0
42,16,0,0
43,16,0,0
44,16,0,0
45,16,0,0
46,16,0,0
47,16,0,0
0,17,0,0
1,17,0,0
2,17,0,0
3,17,0,-0
4,17,0,-0
5,17,0,-0
6,17,0,0
7,17,0,-0
8,17,0,0
9,17,0,0
10,17,0,0
11,17,0,0
12,17,0,0
13,17,0,0
14,17,0,0
15,17,0,0
16,17,0,-0
17,17,0,1.4142
18,17,0,0
19,17,0,0
20,17,0,-0
21,17,0,0
22,17,0,-0
23,17,0,0
24,17,0,0
25,17,0,0
26,17,0,0
27,17,0,0
28,17,0,0
29,17,0,0
30,17,0,0
31,17,0,0
32,17,0,0
33,17,0,0
34,17,0,0
35,17,0,0
36,17,0,0
37,17,0,0
38,17,0,0
39,17,0,0
40,17,0,0
41,17,0,0
42,17,0,0
43,17,0,0
44,17,0,0
45,17,0,0
46,17,0,0
47,17,0,0
0,18,0,0
1,18,0,0
2,18,0,0
3,18,0,-0
4,18,0,0
5,18,0,0
6,18,0,-0
7,18,0,0
8,18,0,0
9,18,0,0
10,18,0,0
11,18,0,0
12,18,0,0
13,18,0,0
14,18,0,0
15,18,0,0
16,18,0,-0
17,18,0,0
18,18,0,1.4142
19,18,0,-0
20,18,0,0
21,18,0,-0
22,18,0,0
23,18,0,-0
24,18,0,0
25,18,0,0
26,18,0,0
27,18,0,0
28,18,0,0
29,18,0,0
30,18,0,0
31,18,0,0
32,18,0,0
33,18,0,0
34,18,0,0
35,18,0,0
36,18,0,0
37,18,0,0
38,18,0,0
39,18,0,0
40,18,0,0
41,18,0,0
42,18,0,0
43,18,0,0
44,18,0,0
45,18,0,0
46,18,0,0
47,18,0,0
0,19,0,0
1,19,0,0
2,19,0,0
3,19,0,-0
4,19,0,0
5,19,0,-0
6,19,0,0
7,19,0,-0
8,19,0,0
9,19,0,0
10,19,0,0
11,19,0,0
12,19,0,0
13,19,0,0
14,19,0,0
15,19,0,0
16,19,0,-0
17,19,0,0
18,19,0,-0
19,19,0,1.4142
20,19,0,-0
21,19,0,0
22,19,0,-0
23,19,0,0
24,19,0,0
25,19,0,0
26,19,0,0
27,19,0,0
28,19,0,0
29,19,0,0
30,19,0,0
31,19,0,0
32,19,0,0
33,19,0,0
34,19,0,0
35,19,0,0
36,19,0,0
37,19,0,0
38,19,0,0
39,19,0,0
40,19,0,0
41,19,0,0
42,19,0,0
43,19,0,0
44,19,0,0
45,19,0,0
46,19,0,0
47,19,0,0
0,20,0,0
1,20,0,0
2,20,0,0
3,20,0,0
4,20,0,-0
5,20,0,0
6,20,0,0
7,20,0,-0
8,20,0,0
9,20,0,0
10,20,0,0
11,20,0,0
12,20,0,0
13,20,0,0
14,20,0,0
15,20,0,-0
16,20,0,0
17,20,0,-0
18,20,0,0
19,20,0,-0
20,20,0,1.4142
21,20,0,0
22,20,0,-0
23,20,0,0
24,20,0,0
25,20,0,0
26,20,0,0
27,20,0,0
28,20,0,0
29,20,0,0
30,20,0,0
31,20,0,0
32,20,0,0
33,20,0,0
34,20,0,0
35,20,0,0
36,20,0,0
37,20,0,0
38,20,0,0
39,20,0,0
40,20,0,0
41,20,0,0
42,20,0,0
43,20,0,0
44,20,0,0
45,20,0,0
46,20,0,0
47,20,0,0
0,21,0,0
1,21,0,0
2,21,0,0
3,21,0,-0
4,21,0,0
5,21,0,-0
6,21,0,-0
7,21,0,-0
8,21,0,0
9,21,0,0
10,21,0,0
11,21,0,0
12,21,0,0
13,21,0,0
14,21,0,0
15,21,0,0
16,21,0,-0
17,21,0,0
18,21,0,-0
19,21,0,0
20,21,0,0
21,21,0,1.4142
22,21,0,-0
23,21,0,0
24,21,0,0
25,21,0,0
26,21,0,0
27,21,0,0
28,21,0,0
29,21,0,0
30,21,0,0
31,21,0,0
32,21,0,0
33,21,0,0
34,21,0,0
35,21,0,0
36,21,0,0
37,21,0,0
38,21,0,0
39,21,0,0
40,21,0,0
41,21,0,0
42,21,0,0
43,21,0,0
44,21,0,0
45,21,0,0
46,21,0,0
47,21,0,0
0,22,0,0
1,22,0,0
2,22,0,0
3,22,0,0
4,22,0,-0
5,22,0,0
6,22,0,0
7,22,0,0
8,22,0,0
9,22,0,0
10,22,0,0
11,22,0,0
12,22,0,0
13,22,0,0
14,22,0,0
15,22,0,-0
16,22,0,0
17,22,0,-0
18,22,0,0
19,22,0,-0
20,22,0,-0
21,22,0,-0
22,22,0,1.4142
23,22,0,0
24,22,0,0
25,22,0,0
26,22,0,0
27,22,0,0
28,22,0,0
29,22,0,0
30,22,0,0
31,22,0,0
32,22,0,0
33,22,0,0
34,22,0,0
35,22,0,0
36,22,0,0
37,22,0,0
38,22,0,0
39,22,0,0
40,22,0,0
41,22,0,0
42,22,0,0
43,22,0,0
44,22,0,0
45,22,0,0
46,22,0,0
47,22,0,0
0,23,0,0
1,23,0,0
2,23,0,0
3,23,0,-0
4,23,0,0
5,23,0,-0
6,23,0,-0
7,23,0,-0
8,23,0,0
9,23,0,0
10,23,0,0
11,23,0,0
12,23,0,0
13,23,0,0
14,23,0,0
15,23,0,0
16,23,0,-0
17,23,0,0
18,23,0,-0
19,23,0,0
20,23,0,0
21,23,0,0
22,23,0,0
23,23,0,1.4142
24,23,0,0
25,23,0,0
26,23,0,0
27,23,0,0
28,23,0,0
29,23,0,0
30,23,0,0
31,23,0,0
32,23,0,0
33,23,0,0
34,23,0,0
35,23,0,0
36,23,0,0
37,23,0,0
38,23,0,0
39,23,0,0
40,23,0,0
41,23,0,0
42,23,0,0
43,23,0,0
44,23,0,0
45,23,0,0
46,23,0,0
47,23,0,0
0,24,0,0
1,24,0,0
2,24,0,0
3,24,0,0
4,24,0,0
5,24,0,0
6,24,0,0
7,24,0,0
8,24,0,0
9,24,0,0
10,24,0,0
11,24,0,0
12,24,0,0
13,24,0,0
14,24,0,0
15,24,0,0
16,24,0,0
17,24,0,0
18,24,0,0
19,24,0,0
20,24,0,0
21,24,0,0
22,24,0,0
23,24,0,0
24,24,0,1.4142
25,24,0,0
26,24,0,-0
27,24,0,0
28,24,0,0
29,24,0,0
30,24,0,0
31,24,0,0
32,24,0,0
33,24,0,-0
34,24,0,0
35,24,0,0
36,24,0,-0
37,24,0,0
38,24,0,-0
39,24,0,0
40,24,0,0
41,24,0,0
42,24,0,0
43,24,0,0
44,24,0,0
45,24,0,0
46,24,0,0
47,24,0,0
0,25,0,0
1,25,0,0
2,25,0,0
3,25,0,0
4,25,0,0
5,25,0,0
6,25,0,0
7,25,0,0
8,25,0,0
9,25,0,0
10,25,0,0
11,25,0,0
12,25,0,0
13,25,0,0
14,25,0,0
15,25,0,0
16,25,0,0
17,25,0,0
18,25,0,0
19,25,0,0
20,25,0,0
21,25,0,0
22,25,0,0
23,25,0,0
24,25,0,0
25,25,0,1.4142
26,25,0,0
27,25,0,0
28,25,0,0
29,25,0,0
30,25,0,0
31,25,0,0
32,25,0,0
33,25,0,-0
34,25,0,0
35,25,0,-0
36,25,0,0
37,25,0,-0
38,25,0,0
39,25,0,0
40,25,0,0
41,25,0,0
42,25,0,0
43,25,0,0
44,25,0,0
45,25,0,0
46,25,0,0
47,25,0,0
0,26,0,0
1,26,0,0
2,26,0,0
3,26,0,0
4,26,0,0
5,26,0,0
6,26,0,0
7,26,0,0
8,26,0,0
9,26,0,0
10,26,0,0
11,26,0,0
12,26,0,0
13,26,0,0
14,26,0,0
15,26,0,0
16,26,0,0
17,26,0,0
18,26,0,0
19,26,0,0
20,26,0,0
21,26,0,0
22,26,0,0
23,26,0,0
24,26,0,-0
25,26,0,0
26,26,0,1.4142
27,26,0,0
28,26,0,0
29,26,0,0
30,26,0,0
31,26,0,0
32,26,0,-0
33,26,0,0
34,26,0,-0
35,26,0,0
36,26,0,0
37,26,0,-0
38,26,0,0
39,26,0,0
40,26,0,0
41,26,0,0
42,26,0,0
43,26,0,0
44,26,0,0
45,26,0,0
46,26,0,0
47,26,0,0
0,27,0,0
1,27,0,0
2,27,0,0
3,27,0,0
4,27,0,0
5,27,0,0
6,27,0,0
7,27,0,0
8,27,0,0
9,27,0,0
10,27,0,0
11,27,0,0
12,27,0,0
13,27,0,0
14,27,0,0
15,27,0,0
16,27,0,0
17,27,0,0
18,27,0,0
19,27,0,0
20,27,0,0
21,27,0,0
22,27,0,0
23,27,0,0
24,27,0,0
25,27,0,0
26,27,0,0
27,27,0,1.4142
28,27,0,0
29,27,0,0
30,27,0,-0
31,27,0,0
32,27,0,0
33,27,0,0
34,27,0,0
35,27,0,0
36,27,0,0
37,27,0,0
38,27,0,0
39,27,0,-0
40,27,0,0
41,27,0,-0
42,27,0,-0
43,27,0,-0
44,27,0,0
45,27,0,-0
46,27,0,0
47,27,0,-0
0,28,0,0
1,28,0,0
2,28,0,0
3,28,0,0
4,28,0,0
5,28,0,0
6,28,0,0
7,28,0,0
8,28,0,0
9,28,0,0
10,28,0,0
11,28,0,0
12,28,0,0
13,28,0,0
14,28,0,0
15,28,0,0
16,28,0,0
17,28,0,0
18,28,0,0
19,28,0,0
20,28,0,0
21,28,0,0
22,28,0,0
23,28,0,0
24,28,0,0
25,28,0,0
26,28,0,0
27,28,0,0
28,28,0,1.4142
29,28,0,-0
30,28,0,0
31,28,0,-0
32,28,0,0
33,28,0,0
34,28,0,0
35,28,0,0
36,28,0,0
37,28,0,0
38,28,0,0
39,28,0,-0
40,28,0,0
41,28,0,-0
42,28,0,0
43,28,0,0
44,28,0,-0
45,28,0,0
46,28,0,-0
47,28,0,0
0,29,0,0
1,29,0,0
2,29,0,0
3,29,0,0
4,29,0,0
5,29,0,0
6,29,0,0
7,29,0,0
8,29,0,0
9,29,0,0
10,29,0,0
11,29,0,0
12,29,0,0
13,29,0,0
14,29,0,0
15,29,0,0
16,29,0,0
17,29,0,0
18,29,0,0
19,29,0,0
20,29,0,0
21,29,0,0
22,29,0,0
23,29,0,0
24,29,0,0
25,29,0,0
26,29,0,0
27,29,0,0
28,29,0,-0
29,29,0,1.4142
30,29,0,-0
31,29,0,0
32,29,0,0
33,29,0,0
34,29,0,0
35,29,0,0
36,29,0,0
37,29,0,0
38,29,0,0
39,29,0,-0
40,29,0,0
41,29,0,-0
42,29,0,0
43,29,0,-0
44,29,0,0
45,29,0,-0
46,29,0,0
47,29,0,-0
0,30,0,0
1,30,0,0
2,30,0,0
3,30,0,0
4,30,0,0
5,30,0,0
6,30,0,0
7,30,0,0
8,30,0,0
9,30,0,0
10,30,0,0
11,30,0,0
12,30,0,0
13,30,0,0
14,30,0,0
15,30,0,0
16,30,0,0
17,30,0,0
18,30,0,0
19,30,0,0
20,30,0,0
21,30,0,0
22,30,0,0
23,30,0,0
24,30,0,0
25,30,0,0
26,30,0,0
27,30,0,-0
28,30,0,0
29,30,0,-0
30,30,0,1.4142
31,30,0,0
32,30,0,0
33,30,0,0
34,30,0,0
35,30,0,0
36,30,0,0
37,30,0,0
38,30,0,0
39,30,0,0
40,30,0,-0
41,30,0,0
42,30,0,-0
43,30,0,0
44,30,0,0
45,30,0,-0
46,30,0,0
47,30,0,-0
0,31,0,0
1,31,0,0
2,31,0,0
3,31,0,0
4,31,0,0
5,31,0,0
6,31,0,0
7,31,0,0
8,31,0,0
9,31,0,0
10,31,0,0
11,31,0,0
12,31,0,0
13,31,0,0
14,31,0,0
15,31,0,0
16,31,0,0
17,31,0,0
18,31,0,0
19,31,0,0
20,31,0,0
21,31,0,0
22,31,0,0
23,31,0,0
24,31,0,0
25,31,0,0
26,31,0,0
27,31,0,0
28,31,0,-0
29,31,0,0
30,31,0,0
31,31,0,1.4142
32,31,0,0
33,31,0,0
34,31,0,0
35,31,0,0
36,31,0,0
37,31,0,0
38,31,0,0
39,31,0,-0
40,31,0,0
41,31,0,-0
42,31,0,0
43,31,0,-0
44,31,0,-0
45,31,0,-0
46,31,0,0
47,31,0,-0
0,32,0,0
1,32,0,0
2,32,0,0
3,32,0,0
4,32,0,0
5,32,0,0
6,32,0,0
7,32,0,0
8,32,0,0
9,32,0,0
10,32,0,0
11,32,0,0
12,32,0,0
13,32,0,0
14,32,0,0
15,32,0,0
16,32,0,0
17,32,0,0
18,32,0,0
19,32,0,0
20,32,0,0
21,32,0,0
22,32,0,0
23,32,0,0
24,32,0,0
25,32,0,0
26,32,0,-0
27,32,0,0
28,32,0,0
29,32,0,0
30,32,0,0
31,32,0,0
32,32,0,1.4142
33,32,0,0
34,32,0,0
35,32,0,0
36,32,0,-0
37,32,0,0
38,32,0,-0
39,32,0,0
40,32,0,0
41,32,0,0
42,32,0,0
43,32,0,0
44,32,0,0
45,32,0,0
46,32,0,0
47,32,0,0
0,33,0,0
1,33,0,0
2,33,0,0
3,33,0,0
4,33,0,0
5,33,0,0
6,33,0,0
7,33,0,0
8,33,0,0
9,33,0,0
10,33,0,0
11,33,0,0
12,33,0,0
13,33,0,0
14,33,0,0
15,33,0,0
16,33,0,0
17,33,0,0
18,33,0,0
19,33,0,0
20,33,0,0
21,33,0,0
22,33,0,0
23,33,0,0
24,33,0,-0
25,33,0,-0
26,33,0,0
27,33,0,0
28,33,0,0
29,33,0,0
30,33,0,0
31,33,0,0
32,33,0,0
33,33,0,1.4142
34,33,0,-0
35,33,0,-0
36,33,0,0
37,33,0,-0
38,33,0,0
39,33,0,0
40,33,0,0
41,33,0,0
42,33,0,0
43,33,0,0
44,33,0,0
45,33,0,0
46,33,0,0
47,33,0,0
0,34,0,0
1,34,0,0
2,34,0,0
3,34,0,0
4,34,0,0
5,34,0,0
6,34,0,0
7,34,0,0
8,34,0,0
9,34,0,0
10,34,0,0
11,34,0,0
12,34,0,0
13,34,0,0
14,34,0,0
15,34,0,0
16,34,0,0
17,34,0,0
18,34,0,0
19,34,0,0
20,34,0,0
21,34,0,0
22,34,0,0
23,34,0,0
24,34,0,0
25,34,0,0
26,34,0,-0
27,34,0,0
28,34,0,0
29,34,0,0
30,34,0,0
31,34,0,0
32,34,0,0
33,34,0,-0
34,34,0,1.4142
35,34,0,0
36,34,0,-0
37,34,0,0
38,34,0,-0
39,34,0,0
40,34,0,0
41,34,0,0
42,34,0,0
43,34,0,0
44,34,0,0
45,34,0,0
46,34,0,0
47,34,0,0
0,35,0,0
1,35,0,0
2,35,0,0
3,35,0,0
4,35,0,0
5,35,0,0
6,35,0,0
7,35,0,0
8,35,0,0
9,35,0,0
10,35,0,0
11,35,0,0
12,35,0,0
13,35,0,0
14,35,0,0
15,35,0,0
16,35,0,0
17,35,0,0
18,35,0,0
19,35,0,0
20,35,0,0
21,35,0,0
22,35,0,0
23,35,0,0
24,35,0,0
25,35,0,-0
26,35,0,0
27,35,0,0
28,35,0,0
29,35,0,0
30,35,0,0
31,35,0,0
32,35,0,0
